id;name;city_id;unit_class_kind;unit_type_produce_id;size;technology_level;employee_count;employee_salary;employee_level;equipment_count;equipment_quality;equipment_wear;district_id;fertility;quality;extract_cost;on_holiday;artefact_energy;artefact_wear;artefact_feeder
7584672;Medical center;0;medicine;0;100;0;2500;16133.85;16.48;2500;66.8899467670608;0.04;2008;0;0;0;0;0;0;0;
7584677;Medical center;0;medicine;0;100;0;2500;14437.34;16.45;2500;66.6584873976024;0.01;2008;0;0;0;0;0;0;0;
7587267;Diamond quarry ;0;mine;0;14;38;7000;2927.62;18.36;28000;45.78;0.00;0;0;0;0;0;0;0;0;
7587658;0;0;villa;0;2;0;0;443.60;1e-06;2;112.94;0.00;0;0;0;0;0;0;0;0;
7587853;Mobile network operator;0;it;0;500;0;5000;12870.17;16.61;500;67.6592479739746;0.19;2008;0;0;0;0;0;0;0;
7587855;Radio towers;0;network;0;1;0;0;0;0;1;75.5635033505862;9.78;0;0;0;0;0;0;0;0;
7587859;Mobile network operator;0;it;0;500;0;5000;6209.25;16.61;500;67.6610923172315;0.19;2008;0;0;0;0;0;0;0;
7587860;Radio towers;0;network;0;1;0;0;0;0;1;75.5635033505862;9.78;0;0;0;0;0;0;0;0;
7587897;Store;0;shop;0;1000;0;3000;2833.3142097949;7;0;0;0.00;2010;0;0;0;0;0;0;0;
7587916;Store;0;shop;0;1000;0;4000;1508.44284708423;7;0;0;0.00;2010;0;0;0;0;0;0;0;
7592236;Restaurant;0;restaurant;0;100;0;1000;5208.22;26.3;1000;72.9801271119816;0.04;2008;0;0;0;0;0;0;0;
7595217;Oil well;0;mine;0;11;39;5500;4738.07;18.75;27500;39.21;0.00;0;0;0;0;0;0;0;0;
7596683;Tire factory;0;workshop;0;100;38;10000;191.59;18.36;20000;48.84;0.00;0;0;0;0;0;1;1;0;
7597394;Fuel equipment factory;0;workshop;0;100;39;5000;312.99;18.75;20000;48.45;0.00;0;0;0;0;0;1;1;0;
7597962;Gas station;0;fuel;0;100;0;500;1008.52;20;100;70.3980700465275;0.97;0;0;0;0;0;0;0;0;
7600243;Laboratory;0;lab;0;100;32;1000;3919.06;16.01;10000;51.18;0.00;0;0;0;0;0;0;1;0;
7600244;Laboratory ;0;lab;0;100;40;1000;4236.49;19.13;10000;54.45;0.00;0;0;0;0;0;0;1;0;
7600247;Restaurant;0;lab;0;100;40;1000;4234.86;19.13;10000;53.84;0.00;0;0;0;0;0;0;1;0;
7600248;Laboratory;0;lab;0;100;40;1000;4181.74;19.13;10000;54.09;0.00;0;0;0;0;0;0;1;0;
7600249;Store;0;lab;0;100;39;1000;4133.52;18.75;10000;53.84;0.00;0;0;0;0;0;0;1;0;
7600250;Laboratory;0;lab;0;100;40;1000;4181.59;19.13;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7600251;Laboratory;0;lab;0;100;40;1000;4179.65;19.13;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7600252;Store;0;lab;0;100;39;1000;4192.59;18.75;10000;53.89;0.00;0;0;0;0;0;0;1;0;
7600253;Laboratory;0;lab;0;100;41;1000;4277.65;19.51;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600254;Laboratory;0;lab;0;100;40;1000;4282.33;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600255;Laboratory;0;lab;0;100;41;1000;4276.71;19.51;10000;54.74;0.00;0;0;0;0;0;0;1;0;
7600256;Laboratory ;0;lab;0;100;40;1000;4180.29;19.13;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7600257;Laboratory;0;lab;0;100;31;1000;3868.55;15.6;10000;55.12;0.00;0;0;0;0;0;0;1;0;
7600258;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.75;0.00;0;0;0;0;0;0;1;0;
7600261;Store;0;lab;0;100;41;1000;4272.10;19.51;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600262;Laboratory;0;lab;0;100;41;1000;4274.01;19.51;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600263;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600264;Store;0;lab;0;100;40;1000;4236.49;19.13;10000;53.84;0.00;0;0;0;0;0;0;1;0;
7600265;Laboratory;0;lab;0;100;41;1000;4272.80;19.51;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600266;Laboratory;0;lab;0;100;40;1000;4175.04;19.13;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7600267;Fishing base;0;lab;0;100;40;1000;4235.63;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600268;Laboratory;0;lab;0;100;40;1000;4235.11;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600269;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600270;Laboratory;0;lab;0;100;40;1000;4230.83;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600271;Fishing base;0;lab;0;100;40;1000;4177.71;19.13;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7600273;Store;0;lab;0;100;40;1000;4234.94;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600274;Laboratory ;0;lab;0;100;40;1000;4181.83;19.13;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600276;Store;0;lab;0;100;39;1000;4188.60;18.75;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600277;Refinery;0;lab;0;100;40;1000;4233.42;19.13;10000;54.75;0.00;0;0;0;0;0;0;1;0;
7600279;Store;0;lab;0;100;40;1000;4230.83;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600280;Laboratory;0;lab;0;100;31;1000;3868.55;15.6;10000;54.48;0.00;0;0;0;0;0;0;1;0;
7600282;Refinery;0;lab;0;100;40;1000;4282.33;19.13;10000;54.75;0.00;0;0;0;0;0;0;1;0;
7600283;Store;0;lab;0;100;40;1000;4282.33;19.13;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7600284;Laboratory;0;lab;0;100;41;1000;4276.87;19.51;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600285;Refinery;0;lab;0;100;41;1000;4231.39;19.51;10000;54.74;0.00;0;0;0;0;0;0;1;0;
7600286;Store;0;lab;0;100;39;1000;4239.52;18.75;10000;53.9;0.00;0;0;0;0;0;0;1;0;
7600290;Store;0;lab;0;100;6;1000;3658.25;13.95;10000;52.06;0.00;0;0;0;0;0;0;1;0;
7600293;Laboratory;0;lab;0;100;40;1000;4230.83;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600295;Laboratory;0;lab;0;100;40;1000;4282.33;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600304;Refinery;0;lab;0;100;40;1000;4235.94;19.13;10000;54.75;0.00;0;0;0;0;0;0;1;0;
7600305;Laboratory;0;lab;0;100;40;1000;4235.79;19.13;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600306;Laboratory;0;lab;0;100;40;1000;4234.70;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600307;Store;0;lab;0;100;41;1000;4272.10;19.51;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600308;Laboratory;0;lab;0;100;40;1000;4234.01;19.13;10000;54.09;0.00;0;0;0;0;0;0;1;0;
7600309;Laboratory;0;lab;0;100;39;1000;4139.04;18.75;10000;54.36;0.00;0;0;0;0;0;0;1;0;
7600310;Store;0;lab;0;100;40;1000;4234.86;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600312;Laboratory;0;lab;0;100;40;1000;4234.01;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600313;Sawmill;0;lab;0;100;40;1000;4234.08;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600314;Store;0;lab;0;100;40;1000;4230.83;19.13;10000;53.84;0.00;0;0;0;0;0;0;1;0;
7600315;Sawmill;0;lab;0;100;40;1000;4236.70;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600316;Refinery;0;lab;0;100;41;1000;4277.26;19.51;10000;54.75;0.00;0;0;0;0;0;0;1;0;
7600317;Refinery;0;lab;0;100;40;1000;4177.12;19.13;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7600319;Laboratory;0;lab;0;100;39;1000;4240.54;18.75;10000;53.65;0.00;0;0;0;0;0;0;1;0;
7600326;Store;0;lab;0;100;40;1000;4181.59;19.13;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7600327;Laboratory;0;lab;0;100;40;1000;4236.26;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600328;Laboratory;0;lab;0;100;39;1000;4134.02;18.75;10000;54.03;0.00;0;0;0;0;0;0;1;0;
7600329;Store;0;lab;0;100;40;1000;4175.71;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600330;Laboratory;0;lab;0;100;39;1000;4240.56;18.75;10000;53.43;0.00;0;0;0;0;0;0;1;0;
7600331;Laboratory ;0;lab;0;100;40;1000;4234.86;19.13;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600332;Laboratory;0;lab;0;100;40;1000;4176.43;19.13;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7600333;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600334;Store;0;lab;0;100;40;1000;4237.25;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600337;Fishing base;0;lab;0;100;39;1000;4239.99;18.75;10000;53.37;0.00;0;0;0;0;0;0;1;0;
7600338;Restaurant;0;lab;0;100;39;1000;4235.31;18.75;10000;53.62;0.00;0;0;0;0;0;0;1;0;
7600339;Store;0;lab;0;100;40;1000;4236.27;19.13;10000;54.36;0.00;0;0;0;0;0;0;1;0;
7600340;Laboratory;0;lab;0;100;40;1000;4236.49;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600341;Fishing base;0;lab;0;100;40;1000;4230.83;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600342;Laboratory;0;lab;0;100;39;1000;4241.18;18.75;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600343;Laboratory;0;lab;0;100;40;1000;4180.85;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600346;Sawmill;0;lab;0;100;40;1000;4230.83;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600347;Plantation;0;lab;0;100;40;1000;4234.08;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600348;Laboratory;0;lab;0;100;40;1000;4175.48;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600349;Store;0;lab;0;100;41;1000;4274.13;19.51;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600350;Laboratory;0;lab;0;100;40;1000;4235.11;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600351;Laboratory;0;lab;0;100;7;1000;3719.36;14.42;10000;54.74;0.00;0;0;0;0;0;0;1;0;
7600352;Laboratory;0;lab;0;100;41;1000;4277.34;19.51;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600353;Store;0;lab;0;100;40;1000;4236.49;19.13;10000;54.71;0.00;0;0;0;0;0;0;1;0;
7600355;Laboratory;0;lab;0;100;39;1000;4184.93;18.75;10000;53.67;0.00;0;0;0;0;0;0;1;0;
7600357;Laboratory;0;lab;0;100;40;1000;4237.81;19.13;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600359;Sawmill;0;lab;0;100;40;1000;4234.86;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600361;Laboratory;0;lab;0;100;40;1000;4230.83;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600363;Store;0;lab;0;100;40;1000;4177.12;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600364;Laboratory;0;lab;0;100;40;1000;4177.12;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600365;Laboratory;0;lab;0;100;40;1000;4283.94;19.13;10000;53.43;0.00;0;0;0;0;0;0;1;0;
7600373;Laboratory;0;lab;0;100;39;1000;4184.93;18.75;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600374;Fishing base;0;lab;0;100;40;1000;4236.49;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600375;Laboratory;0;lab;0;100;41;1000;4276.71;19.51;10000;54.71;0.00;0;0;0;0;0;0;1;0;
7600377;Laboratory;0;lab;0;100;40;1000;4236.49;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600378;Laboratory;0;lab;0;100;41;1000;4276.71;19.51;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600379;Store;0;lab;0;100;40;1000;4235.79;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600381;Laboratory;0;lab;0;100;39;1000;4235.31;18.75;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600383;Store;0;lab;0;100;41;1000;4278.36;19.51;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600384;Laboratory;0;lab;0;100;40;1000;4230.83;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600385;Laboratory;0;lab;0;100;39;1000;4188.60;18.75;10000;54.09;0.00;0;0;0;0;0;0;1;0;
7600386;Laboratory;0;lab;0;100;39;1000;4139.85;18.75;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7600387;Laboratory;0;lab;0;100;41;1000;4278.36;19.51;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600388;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600389;Laboratory;0;lab;0;100;39;1000;4192.59;18.75;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600390;Refinery;0;lab;0;100;41;1000;4278.44;19.51;10000;54.75;0.00;0;0;0;0;0;0;1;0;
7600392;Store;0;lab;0;100;41;1000;4277.65;19.51;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600393;Laboratory;0;lab;0;100;39;1000;4236.26;18.75;10000;53.12;0.00;0;0;0;0;0;0;1;0;
7600394;Laboratory;0;lab;0;100;40;1000;4230.83;19.13;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600396;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600397;Refinery;0;lab;0;100;39;1000;4139.85;18.75;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7600398;Store;0;lab;0;100;39;1000;4238.64;18.75;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600399;Laboratory;0;lab;0;100;39;1000;4239.43;18.75;10000;53.28;0.00;0;0;0;0;0;0;1;0;
7600401;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600402;Laboratory;0;lab;0;100;39;1000;4192.59;18.75;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7600403;Store;0;lab;0;100;39;1000;4193.59;18.75;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600404;Laboratory;0;lab;0;100;40;1000;4230.60;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600405;Store;0;lab;0;100;40;1000;4242.64;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600406;Fishing base;0;lab;0;100;40;1000;4237.25;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600407;Store;0;lab;0;100;41;1000;4230.63;19.51;10000;54.71;0.00;0;0;0;0;0;0;1;0;
7600409;Laboratory;0;lab;0;100;40;1000;4234.86;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600417;Store;0;lab;0;100;39;1000;4192.59;18.75;10000;53.9;0.00;0;0;0;0;0;0;1;0;
7600418;Warehouse;0;lab;0;100;40;1000;4235.94;19.13;10000;54.44;0.00;0;0;0;0;0;0;1;0;
7600419;Store;0;lab;0;100;40;1000;4230.29;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600420;Laboratory;0;lab;0;100;40;1000;4235.94;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600421;Store;0;lab;0;100;40;1000;4234.86;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7600423;Laboratory ;0;lab;0;100;41;1000;4277.65;19.51;10000;54.45;0.00;0;0;0;0;0;0;1;0;
7600424;Warehouse;0;lab;0;100;40;1000;4235.01;19.13;10000;54.2;0.00;0;0;0;0;0;0;1;0;
7600425;Laboratory;0;lab;0;100;40;1000;4235.17;19.13;10000;53.9;0.00;0;0;0;0;0;0;1;0;
7600426;Laboratory;0;lab;0;100;40;1000;4177.12;19.13;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7600429;Plantation;0;lab;0;100;40;1000;4230.83;19.13;10000;54.15;0.00;0;0;0;0;0;0;1;0;
7600430;Laboratory;0;lab;0;100;40;1000;4230.31;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7600431;Laboratory;0;lab;0;100;39;1000;4239.19;18.75;10000;53.43;0.00;0;0;0;0;0;0;1;0;
7602263;Soy-bean factory;0;workshop;0;100;39;5000;196.52;18.75;5000;53.31;0.00;0;0;0;0;0;1;1;0;
7602411;Laundry;0;service_light;0;100;0;200;451.19;14.17;2000;53.3297766302038;0.02;2010;0;0;0;0;0;0;0;
7606079;Sawmill;0;sawmill;0;20;39;200;663.96;18.75;500;51.84;0.09;0;0;0;0;0;0;0;0;
7607505;0;0;villa;0;7;0;0;980.00;1e-06;3;140.48;0.00;0;0;0;0;0;0;0;0;
7607813;Auto repair shop;0;repair;0;100;0;500;30159.92;25;500;50.2742048938561;0.10;2008;0;0;0;0;0;0;0;
7608624;Bauxite quarry ;0;mine;0;15;39;7500;4668.30;18.75;15000;50.69;0.00;0;0;0;0;0;0;0;0;
7609200;Restaurant;0;restaurant;0;100;0;1000;17380.27;26.3;1000;72.9801271119816;0.08;2007;0;0;0;0;0;0;0;
7610640;Iron ore mine;0;mine;0;14;40;3500;2035.79;19.13;7000;38.83;0.00;0;0;0;0;0;0;0;0;
7611529;Restaurant;0;restaurant;0;100;0;1000;10765.09;26.3;1000;72.9801271119816;0.06;2007;0;0;0;0;0;0;0;
7614690;Car chemicals plant;0;workshop;0;100;39;10000;193.62;18.75;10000;49.21;0.00;0;0;0;0;0;1;1;0;
7614692;Car chemicals plant;0;workshop;0;100;39;10000;193.62;18.75;10000;49.21;0.00;0;0;0;0;0;1;1;0;
7616358;Cowshed;0;animalfarm;0;800;39;16000;278.11;19.23;80000;84.27;0.00;0;0;0;0;0;0;0;0;
7619234;0;0;villa;0;1;0;0;546.19;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7621511;Farm BY 2.0 STPFG;0;farm;0;10;40;1000;457.47;19.13;200;56.54;0.42;0;0;0;0;0;0;0;0;
7621840;0;0;villa;0;1;0;0;410.00;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7624485;0;0;villa;0;1;0;0;285.09;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7624948;Instant food production plant;0;workshop;0;100;39;5000;196.52;18.75;5000;49;0.00;0;0;0;0;0;1;1;0;
7630318;Radio towers;0;network;0;1;1;0;0;0;1;75.52952372231;9.78;0;0;0;0;0;0;0;0;
7645795;Store;0;shop;0;1000;1;3000;385.207655893141;7;0;0;0.00;2010;0;0;0;0;0;0;0;
7645799;Electromechanical Plant;0;workshop;0;200;39;20000;486.08;18.75;40000;55.18;0.00;0;0;0;0;0;1;1;0;
7646596;Medical center;0;medicine;0;100;1;2500;5511.64;16.26;2500;65.5175480661938;0.03;2008;0;0;0;0;0;0;0;
7647418;Gas station;0;fuel;0;100;1;500;8577.90;20;100;70.3758310143637;0.22;0;0;0;0;0;0;0;0;
7649282;Mobile network operator;0;it;0;500;1;5000;4905.70;16.5;500;67.0173431090383;0.05;2008;0;0;0;0;0;0;0;
7649284;Auto repair shop;0;repair;0;100;1;500;34278.11;25;500;50.6211351672937;0.17;2010;0;0;0;0;0;0;0;
7651014;Silica quarry ;0;mine;0;10;39;2500;3310.50;18.75;5000;58.06;0.01;0;0;0;0;0;0;0;0;
7651135;Agricultural farm;0;farm;0;1;40;100;280.37;19.13;20;59.76;4.93;0;0;0;0;0;0;0;0;
7651158;0;0;villa;0;1;1;0;58.39;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7651974;Kindergarten;0;educational;0;150;1;750;21532.13;21;750;65.072097083483;0.09;2009;0;0;0;0;0;0;0;
7652935;Laboratory;0;lab;0;100;40;1000;4230.83;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7652936;Store;0;lab;0;100;40;1000;4179.13;19.13;10000;54.33;0.00;0;0;0;0;0;0;1;0;
7652937;Store;0;lab;0;100;29;1000;3766.78;14.79;10000;55.04;0.00;0;0;0;0;0;0;1;0;
7652938;Store;0;lab;0;100;40;1000;4230.83;19.13;10000;53.84;0.00;0;0;0;0;0;0;1;0;
7654629;Refinery;0;lab;0;100;39;1000;4236.34;18.75;10000;53.68;0.00;0;0;0;0;0;0;1;0;
7654630;Store;0;lab;0;100;40;1000;4177.71;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7654698;Office ;0;office;0;1000;1;10000;1287.29998532532;14.97;10000;57.8983697458085;0.00;0;0;0;0;0;0;0;0;
7654699;Office ;0;office;0;1000;1;10000;1416.93309392944;15.3;10000;59.8304489587247;0.00;0;0;0;0;0;0;0;0;
7654700;Office ;0;office;0;1000;1;10000;1933.50263744804;14.97;10000;57.9019971414507;0.00;0;0;0;0;0;0;0;0;
7654778;Mill ;0;mill;0;100;39;1000;199.53;18.75;2000;55.52;0.00;0;0;0;0;0;0;1;0;
7655684;Medical center;0;medicine;0;100;1;2500;5541.70;16.4;2500;66.3650249427864;0.02;2008;0;0;0;0;0;0;0;
7655688;Medical center;0;medicine;0;100;1;2500;19546.38;16.25;2500;65.4802605861395;0.01;2008;0;0;0;0;0;0;0;
7655689;Medical center;0;medicine;0;100;1;2500;32557.87;16.45;2500;66.6973723747993;0.03;2008;0;0;0;0;0;0;0;
7657707;Agricultural farm;0;lab;0;100;39;1000;4236.26;18.75;10000;53.37;0.00;0;0;0;0;0;0;1;0;
7659208;0;0;villa;0;1;1;0;297.83;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7659382;Mobile network operator;0;it;0;500;1;5000;8329.66;16.61;500;67.6880014563669;0.13;2008;0;0;0;0;0;0;0;
7660336;0;0;villa;0;1;1;0;1090.60;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7660337;0;0;villa;0;1;1;0;350.17;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7660338;0;0;villa;0;1;1;0;392.07;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7660339;0;0;villa;0;1;1;0;838.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7660340;0;0;villa;0;1;1;0;1040.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7661062;Laboratory;0;lab;0;100;39;1000;4188.60;18.75;10000;53.9;0.00;0;0;0;0;0;0;1;0;
7661067;Store;0;lab;0;100;39;1000;4140.00;18.75;10000;53.81;0.00;0;0;0;0;0;0;1;0;
7661068;Store;0;lab;0;100;40;1000;4232.69;19.13;10000;54.14;0.00;0;0;0;0;0;0;1;0;
7661252;0;0;villa;0;1;1;0;260.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7662489;Oil well;0;mine;0;11;39;5000;4774.55;18.75;25000;66.48;0.00;0;0;0;0;0;0;0;0;
7662495;Oil well;0;mine;0;11;39;500;4774.55;18.75;2500;52.42;0.00;0;0;0;0;0;0;0;0;
7662503;Oil well;0;mine;0;11;39;0;1006.68;1e-06;0;0;0.00;0;0;0;0;0;0;0;0;
7663022;Medical center;0;medicine;0;100;1;2500;8316.27;16.28;2500;65.6664349280348;0.03;2008;0;0;0;0;0;0;0;
7663811;Mobile network operator;0;it;0;500;1;5000;7417.12;16.61;500;67.6882778978332;0.13;2008;0;0;0;0;0;0;0;
7663813;Radio towers;0;network;0;1;1;0;0;0;1;75.5633406862888;9.78;0;0;0;0;0;0;0;0;
7664895;0;0;villa;0;2;1;0;43.79;1e-06;2;107.11;0.00;0;0;0;0;0;0;0;0;
7664896;Factory of office furniture;0;workshop;0;100;38;10000;197.79;18.36;10000;45.41;0.00;0;0;0;0;0;1;1;0;
7664897;Factory of office furniture;0;workshop;0;100;38;10000;194.51;18.36;10000;47.67;0.00;0;0;0;0;0;1;1;0;
7664927;Laboratory ;0;lab;0;100;31;1000;3868.55;15.6;10000;48.29;0.00;0;0;0;0;0;0;1;0;
7665629;0;0;villa;0;1;1;0;342.90;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7665630;0;0;villa;0;1;1;0;370.31;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7665755;0;0;villa;0;1;1;0;325.30;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7665757;0;0;villa;0;1;1;0;542.20;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7665758;0;0;villa;0;1;1;0;364.88;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7666664;0;0;villa;0;1;1;0;1012.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7666666;0;0;villa;0;1;1;0;994.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7666667;0;0;villa;0;1;1;0;789.45;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7667481;Kindergarten;0;educational;0;150;1;750;6714.25;21;750;65.5949845385788;0.00;2007;0;0;0;0;0;0;0;
7667510;Restaurant;0;restaurant;0;100;1;1000;22690.72;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7667511;Restaurant;0;restaurant;0;100;1;1000;6937.11;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7668809;Agricultural farm;0;farm;0;11;40;1100;493.17;19.13;220;57.11;0.36;0;0;0;0;0;0;0;0;
7669219;Soft drinks production ;0;workshop;0;100;38;5000;199.50;18.36;5000;55.63;0.00;0;0;0;0;0;1;1;0;
7669466;Medical instruments Plant;0;workshop;0;100;39;10000;196.52;18.75;20000;49.47;0.00;0;0;0;0;0;1;1;0;
7669467;Medical equipment Plant;0;workshop;0;100;39;5000;193.62;18.75;10000;47.7;0.00;0;0;0;0;0;1;1;0;
7672075;Laboratory;0;lab;0;100;38;1000;4196.84;18.36;10000;55.7;0.00;0;0;0;0;0;0;1;0;
7672076;Refinery;0;lab;0;100;38;1000;4196.84;18.36;10000;51.85;0.00;0;0;0;0;0;0;1;0;
7672077;Laboratory ;0;lab;0;100;31;1000;3868.55;15.6;10000;49.18;0.00;0;0;0;0;0;0;1;0;
7672078;Plantation;0;lab;0;100;40;1000;4279.93;19.13;10000;53.65;0.00;0;0;0;0;0;0;1;0;
7672079;Laboratory ;0;lab;0;100;31;1000;3868.55;15.6;10000;60.73;0.00;0;0;0;0;0;0;1;0;
7672081;Store;0;lab;0;100;38;1000;4196.84;18.36;10000;51.82;0.00;0;0;0;0;0;0;1;0;
7672082;Sawmill;0;lab;0;100;40;1000;4230.91;19.13;10000;54.26;0.00;0;0;0;0;0;0;1;0;
7672083;Laboratory ;0;lab;0;100;31;1000;3868.55;15.6;10000;59.98;0.00;0;0;0;0;0;0;1;0;
7672084;Laboratory ;0;lab;0;100;32;1000;3919.06;16.01;10000;60.32;0.00;0;0;0;0;0;0;1;0;
7672085;Store;0;lab;0;100;39;1000;4192.74;18.75;10000;54.14;0.00;0;0;0;0;0;0;1;0;
